city,colors,shape,state,time
Huntsville,,SPHERE,AL,6/1/1984 0:00
Huntsville,,SPHERE,AL,6/1/1984 0:00
Mayfield,,DISK,KY,6/1/1984 0:00
Sweetwater,,,TN,6/1/1984 0:00
Tampa,,CYLINDER,FL,6/1/1984 2:20
Colfax,,OVAL,WA,6/1/1984 12:00
Orlando,,CIRCLE,FL,6/1/1984 12:00
Bowling Green,,,KY,6/1/1984 13:00
Elmendorf AFB,RED,DIAMOND,AK,6/1/1984 13:00
Wakefield,,EGG,MA,6/1/1984 17:00
Mobile,,SPHERE,AL,6/1/1984 17:15
Sierra Vista,,TRIANGLE,AZ,6/1/1984 18:00
Parker City,,FIREBALL,IN,6/1/1984 19:00
Paramus,,CIGAR,NJ,6/1/1984 20:00
Bandon,,RECTANGLE,OR,6/1/1984 21:00
Ka'anapali,,LIGHT,HI,6/1/1984 21:00
Perry,,OTHER,OH,6/1/1984 21:00
Ferriday,,OTHER,LA,6/1/1984 22:00
Tolland,,TRIANGLE,CT,6/1/1984 22:00
Los Angeles,,CIRCLE,CA,6/1/1984 23:00
Ravenna,,CIRCLE,MI,6/1/1984 23:30
Clayton,,DISK,OH,6/10/1984 22:00
Spalding,,LIGHT,NE,6/15/1984 0:30
Burgettstown,,FIREBALL,PA,6/15/1984 1:00
Ashville,,DISK,OH,6/15/1984 2:50
Jacksonport,,DISK,WI,6/15/1984 3:00
Methow,,OVAL,WA,6/15/1984 3:00
Griffin,,,GA,6/15/1984 14:00
Draper,,CONE,VA,6/15/1984 16:45
Asheville,,CIRCLE,NC,6/15/1984 18:00
Ely,,DIAMOND,MN,6/15/1984 19:00
Mansfield,RED,FORMATION,OH,6/15/1984 20:00
Wheeling,,,WY,6/15/1984 20:30
Greenburg,,,NY,6/15/1984 21:30
Grain Valley,,SPHERE,MO,6/15/1984 22:00
Indjifa,,DISK,PA,6/15/1984 22:30
Lorain,,CIRCLE,OH,6/17/1984 10:00
Wilkes-Barre,,OTHER,PA,6/19/1984 11:00
Sacramento,,CIRCLE,CA,6/20/1984 12:00
Holmwood,,OVAL,LA,6/20/1984 20:20
Columbia,,OVAL,SC,6/24/1984 19:00
Tallahassee,,,FL,6/24/1984 21:00
El Paso,,CIRCLE,TX,6/30/1984 0:30
Adelanto,,SPHERE,CA,6/30/1984 6:40
Malvern,,,AR,6/30/1984 8:30
Atlanta,,,GA,6/30/1984 12:00
Denton,,LIGHT,TX,6/30/1984 21:00
Oakhill,,CIRCLE,TX,6/30/1984 21:30
Milford,,SPHERE,CT,6/30/1984 22:00
New York City,,TRIANGLE,NY,7/1/1984 21:30
Peekskill,,TRIANGLE,NY,7/1/1984 22:00
DeWitt,BLUE,FIREBALL,AR,7/4/1984 4:00
Eatonton,,TRIANGLE,GA,7/7/1984 22:00
Irvington,,CYLINDER,KY,7/8/1984 23:00
Martin,,OVAL,SD,7/8/1984 23:00
Blairstown,BLUE,LIGHT,MO,7/10/1984 3:30
Lake Skinner,BLUE,LIGHT,CA,7/10/1984 4:00
New Pine Creek,,LIGHT,CA,7/10/1984 22:30
Portsmouth,,CIRCLE,VA,7/14/1984 22:00
Deming area,,CYLINDER,NM,7/15/1984 2:00
Brighton,,OTHER,MI,7/15/1984 23:00
Knightstown,,TRIANGLE,IN,7/18/1984 1:30
Millwood,,TRIANGLE,NY,7/19/1984 18:00
Ossining,,OTHER,NY,7/19/1984 18:00
Iowa City,,CIRCLE,IA,7/20/1984 22:00
Brewster,RED,OVAL,NY,7/24/1984 22:00
Perkiomenville,GREEN,DISK,PA,7/24/1984 22:00
Terre Haute,,OTHER,IN,7/25/1984 4:00
Watchung Mountains,,,NJ,7/25/1984 12:00
Suffolk,ORANGE,SPHERE,VA,7/25/1984 20:00
Rosebud,,OTHER,MO,7/31/1984 19:00
Middlebury,,OTHER,CT,7/31/1984 22:00
Middlebury,,OTHER,CT,7/31/1984 22:00
Sandpoint,,DISK,ID,8/1/1984 4:00
Manotowish Waters,RED,LIGHT,WI,8/1/1984 23:00
Caribou,,EGG,ME,8/7/1984 21:00
Gaylord,,OTHER,MI,8/8/1984 23:00
Bellingham,,,WA,8/10/1984 4:30
Boalsburg,,LIGHT,PA,8/10/1984 23:00
Columbus,,RECTANGLE,OH,8/12/1984 21:00
Eureka,,CIRCLE,MT,8/14/1984 0:00
Wabeno,,OTHER,WI,8/15/1984 0:00
Beckley,,,WV,8/15/1984 1:00
Cape Canaveral,,LIGHT,FL,8/15/1984 1:30
Haddon Heights,,TRIANGLE,NJ,8/15/1984 19:30
Croton-on-Hudson,,SPHERE,NY,8/15/1984 21:00
South Glens Falls,,CIGAR,NY,8/15/1984 21:00
Stamford,,DISK,CT,8/15/1984 21:00
Brewster,,CHEVRON,NY,8/15/1984 23:00
Countryside,GREEN BLUE,TRIANGLE,IL,8/18/1984 8:30
Cedarburg,,RECTANGLE,WI,8/21/1984 21:30
Altha,,CYLINDER,FL,8/26/1984 16:00
Baltimore,,TRIANGLE,MD,9/1/1984 19:00
Pacific Beach,,OVAL,CA,9/1/1984 19:00
Medanales,RED,LIGHT,NM,9/1/1984 21:00
River Rouge,,SPHERE,MI,9/1/1984 22:00
Manor,,,TX,9/1/1984 23:00
Osage,,SPHERE,IA,9/2/1984 8:20
Plumas Eureka State Park Camp Grounds,,TRIANGLE,CA,9/3/1984 23:00
Alamo Lake,,,AZ,9/4/1984 22:00
California,,CIGAR,CA,9/9/1984 22:00
Schuylkill Haven,,TRIANGLE,PA,9/15/1984 20:00
Sterling,,LIGHT,AK,9/15/1984 23:00
Elwood,,CHEVRON,NY,9/16/1984 15:00
New York City,,TEARDROP,NY,9/20/1984 21:00
Waldport,,LIGHT,OR,10/1/1984 1:00
Chatsworth,,LIGHT,CA,10/1/1984 20:00
Acton,RED,TRIANGLE,ME,10/1/1984 21:00
Augusta,,FIREBALL,GA,10/3/1984 21:00
Houston,,CIRCLE,TX,10/10/1984 5:00
Traverse City,,OTHER,MI,10/10/1984 12:00
White Plains,,FORMATION,NY,10/10/1984 22:00
Duchenne,,DISK,UT,10/15/1984 1:00
Newbury,,CIGAR,OH,10/15/1984 2:30
New Castle,,OTHER,DE,10/15/1984 8:15
Quincy,,,CA,10/15/1984 9:00
Skowhegan,,DISK,ME,10/15/1984 19:00
Albuquerque,,DISK,NM,10/15/1984 19:30
Strafford,,CIRCLE,MO,10/15/1984 21:00
Uvalde,,CIRCLE,TX,10/15/1984 22:30
New Boston,,EGG,TX,10/15/1984 23:00
Allendale,,LIGHT,MI,10/18/1984 22:00
Middle Town,,DIAMOND,CA,10/20/1984 3:00
Columbus,,LIGHT,OH,10/20/1984 5:00
Honey Grove,,DISK,TX,11/1/1984 17:30
Carrollton,,OTHER,GA,11/7/1984 2:30
Brandon,,CYLINDER,MS,11/9/1984 4:00
Edgartown,,TRIANGLE,MA,11/11/1984 23:00
Alvarado,,FIREBALL,TX,11/14/1984 20:00
Jasper,,,FL,11/15/1984 18:00
North Platte,,OTHER,NE,11/15/1984 18:00
Ruggles Beach,,CHEVRON,OH,11/20/1984 5:00
Columbus,,CIGAR,WI,11/24/1984 13:00
Williamstown,,TRIANGLE,MA,11/24/1984 19:30
St. Charles,RED,VARIOUS,IL,11/26/1984 22:00
Montgomery,,FIREBALL,AL,12/1/1984 18:00
Emporium,,CIRCLE,PA,12/4/1984 20:00
Tocca,,TRIANGLE,GA,12/24/1984 23:15
Holly,,OTHER,MI,1/1/1985 1:00
Largo,RED,OTHER,FL,1/1/1985 21:00
Virginia Beach,RED,,VA,1/1/1985 22:00
Caribbean Sea,,OTHER,FL,1/1/1985 23:00
Wampum,,CIRCLE,PA,1/15/1985 3:00
McGrady,,VARIOUS,NC,1/15/1985 20:50
Sunbury,,,PA,1/15/1985 22:00
South Gate,,CYLINDER,CA,1/15/1985 22:30
Hermiston,BLUE,OTHER,OR,1/27/1985 1:30
Portland,,LIGHT,OR,2/1/1985 22:30
Hinesville,,SPHERE,GA,2/15/1985 0:00
Malden,ORANGE,FIREBALL,MO,2/15/1985 0:00
Portland,,LIGHT,OR,2/28/1985 23:00
Wichita,ORANGE,TRIANGLE,KS,3/1/1985 20:30
Woodbridge,,,VA,3/2/1985 20:15
Bellefontaine,,CHEVRON,MO,3/14/1985 19:13
Unadilla,,CIGAR,NE,3/15/1985 14:30
Nashville,,OVAL,TN,3/26/1985 1:25
New York City,,VARIOUS,NY,4/1/1985 15:00
Weston,,OTHER,CT,4/1/1985 20:00
Stone Ridge,,OTHER,NY,4/4/1985 20:00
Chicago,,DISK,IL,4/4/1985 23:00
Nova,,TRIANGLE,OH,4/15/1985 21:30
Granville Summit,,DISK,PA,4/15/1985 22:00
Austin,,OVAL,TX,4/19/1985 21:00
Sanford,,SPHERE,NC,4/20/1985 10:00
San Francisco,,CYLINDER,CA,4/27/1985 18:30
Dequincy,,,LA,4/30/1985 11:00
Harrisburg,,LIGHT,NC,5/1/1985 13:00
Milwaukee,,LIGHT,WI,5/1/1985 13:00
Santa Cruz,,OTHER,CA,5/1/1985 14:00
North Miami,,CIRCLE,FL,5/1/1985 17:00
Grand Island,,SPHERE,NE,5/1/1985 19:00
Lanett,,LIGHT,AL,5/1/1985 20:30
Wiseman's View,,CIRCLE,NC,5/1/1985 21:00
Orlando,,TRIANGLE,FL,5/8/1985 21:30
Magna,,SPHERE,UT,5/10/1985 6:00
Altoona,,DISK,PA,5/12/1985 20:00
Beaver Damm,,CIGAR,WI,5/15/1985 17:00
Clarksburg,,CIRCLE,WV,5/15/1985 20:00
Tempe,,SPHERE,AZ,5/15/1985 22:00
Little Rock,,CIRCLE,AR,5/23/1985 9:00
Middletown,GREEN,RECTANGLE,NY,5/30/1985 0:00
California,,CIGAR,CA,6/1/1985 0:00
Pensacola,,FORMATION,FL,6/1/1985 0:00
Winslow,,TRIANGLE,AR,6/1/1985 12:00
Prineville,,OTHER,OR,6/1/1985 13:00
St. Petersburg,,TEARDROP,FL,6/1/1985 14:30
Tampa,,DISK,FL,6/1/1985 17:00
Forestville,,DISK,CA,6/1/1985 17:30
Trenton,GREEN,OVAL,TX,6/1/1985 17:30
Bemidji,,TRIANGLE,MN,6/1/1985 18:00
Phoenix,,,AZ,6/1/1985 20:00
Reno,,OTHER,NV,6/1/1985 21:00
Lola,,SPHERE,KS,6/1/1985 22:00
North Tonawanda,,CHEVRON,NY,6/1/1985 22:00
Snohomish,,TRIANGLE,WA,6/1/1985 22:00
Wilkesboro,,FIREBALL,NC,6/1/1985 22:00
Stratford,,SPHERE,NJ,6/1/1985 22:40
Casselberry,,OTHER,FL,6/1/1985 23:00
Sebastopol,,,CA,6/1/1985 23:00
Old Faithful,,,WY,6/2/1985 23:30
Ft. Huachuca,,TRIANGLE,AZ,6/6/1985 20:00
Tulsa,,DISK,OK,6/7/1985 16:30
Gainesville,,CIGAR,FL,6/10/1985 22:10
Houston,,TRIANGLE,TX,6/11/1985 22:30
Coronado,,,CA,6/12/1985 11:00
Wallingford,,RECTANGLE,CT,6/14/1985 20:00
Grayridge,,VARIOUS,MO,6/15/1985 0:00
Seward,,DISK,AK,6/15/1985 2:00
Route 7,,RECTANGLE,NY,6/15/1985 2:30
El Paso,,DISK,TX,6/15/1985 12:00
Stokes,,DISK,NC,6/15/1985 14:00
Kalamazoo,,,MI,6/15/1985 17:00
Fairfax,,,VA,6/15/1985 18:00
Panther,,OVAL,WV,6/15/1985 18:00
Mohave Desert,BLUE,OVAL,CA,6/15/1985 19:00
Rolla,,CIRCLE,MO,6/15/1985 20:00
Waverly Hall,,DISK,GA,6/15/1985 20:00
Ladson,GREEN,CIRCLE,SC,6/15/1985 21:00
New York City,,OVAL,NY,6/15/1985 23:00
Wichita,GREEN,CIRCLE,KS,6/15/1985 23:00
"Joshua Tree National Park, Twenty Nine Palms",,FORMATION,CA,6/17/1985 2:00
Cottage Grove,,SPHERE,OR,6/18/1985 13:00
Barboursville,,CYLINDER,WV,6/19/1985 20:30
Salem,,SPHERE,NH,6/20/1985 14:00
Kankakee,,CYLINDER,IL,6/20/1985 21:00
Lorain,BLUE,CIRCLE,OH,6/20/1985 22:30
Daisytown,,CIRCLE,PA,6/23/1985 22:00
Hallandale Beach,,DISK,FL,6/30/1985 2:00
Whitney,,FORMATION,TX,6/30/1985 2:30
Jasper,,,MO,6/30/1985 12:00
Big Bend National Park,,,TX,6/30/1985 13:00
Harlan,,DISK,IN,6/30/1985 17:00
Katy,,TRIANGLE,TX,6/30/1985 18:00
Paterson,,DISK,NJ,6/30/1985 18:00
Eustis,,LIGHT,FL,6/30/1985 18:30
White Plains,,CHEVRON,NY,6/30/1985 20:00
,,,AZ,6/30/1985 21:30
Alvordon,RED,LIGHT,OH,6/30/1985 22:00
San Diego,,LIGHT,CA,6/30/1985 22:45
Sterling,,CIRCLE,VA,6/30/1985 23:00
I don't know,ORANGE,SPHERE,MO,6/30/1985 23:30
Los Alamitos,,VARIOUS,CA,7/1/1985 19:00
Marysville,,,WA,7/1/1985 20:30
Great Neck,,RECTANGLE,NY,7/1/1985 22:00
Magnolia,,EGG,NJ,7/1/1985 22:00
Golden Pond,,CIGAR,KY,7/4/1985 15:00
Hardy,,TRIANGLE,AR,7/4/1985 21:00
Peekskill,ORANGE,TRIANGLE,NY,7/5/1985 21:00
Yosemite National Park,,LIGHT,CA,7/5/1985 21:30
Kona,GREEN,TRIANGLE,HI,7/6/1985 4:00
Presidio,,OTHER,TX,7/7/1985 21:00
Eatonton,,FORMATION,GA,7/7/1985 23:00
Yosemite Forest,,EGG,CA,7/7/1985 23:30
Flint,,TRIANGLE,MI,7/10/1985 18:30
Plant City,,TRIANGLE,FL,7/10/1985 22:00
Haledon,,CHEVRON,NJ,7/13/1985 22:00
Carlsbad,,LIGHT,NM,7/14/1985 23:00
Greenville,,DISK,VA,7/15/1985 7:15
Phoenix,,SPHERE,AZ,7/15/1985 13:00
Belle Chasse,,OTHER,LA,7/15/1985 20:30
Birch Bay,,DISK,WA,7/15/1985 21:00
Holmdel,,VARIOUS,NJ,7/15/1985 21:30
Trumbull,RED,,CT,7/15/1985 21:30
Georgetown,,TRIANGLE,TX,7/15/1985 23:00
Georgetown,GREEN,TRIANGLE,TX,7/15/1985 23:00
Griffith,,OTHER,IN,7/16/1985 21:00
Copalis Beach,,DISK,WA,7/19/1985 22:30
Ironton,,LIGHT,MO,7/20/1985 23:00
Concord,RED GREEN,OVAL,CA,7/21/1985 21:00
Mercer Island,,DIAMOND,WA,7/23/1985 0:00
Del Rio,,DIAMOND,TX,7/24/1985 21:00
Arlington,,CIGAR,TX,7/28/1985 3:15
Woodside,,CIRCLE,CA,7/30/1985 23:45
San Carlos,,LIGHT,CA,7/31/1985 22:30
Cimarron,,CIRCLE,NM,8/1/1985 1:00
Alexandria,,TRIANGLE,MN,8/1/1985 13:00
Black Diamond,,OTHER,WA,8/1/1985 20:00
Wilburton,,OTHER,OK,8/1/1985 22:00
Kirkland,,LIGHT,IL,8/10/1985 22:00
North Tonawanda,,DISK,NY,8/12/1985 0:42
Sagamore Hills,,RECTANGLE,OH,8/15/1985 2:00
Arlington,,TRIANGLE,WA,8/15/1985 3:00
Winnemucca,,OTHER,NV,8/15/1985 12:00
Ramona,,FORMATION,CA,8/15/1985 13:00
Eau Claire,,CIGAR,WI,8/15/1985 20:00
South Nags Head,,TRIANGLE,NC,8/15/1985 20:00
Houston,GREEN,TRIANGLE,TX,8/15/1985 21:30
Garden City,,CIRCLE,SC,8/15/1985 23:00
Columbia,,OTHER,AL,8/16/1985 19:00
Levittown,RED,TRIANGLE,PA,8/20/1985 0:00
Tarryall Reservoir,,SPHERE,CO,8/20/1985 1:00
Hamilton,,OVAL,OH,8/20/1985 19:30
Kelseyville,,LIGHT,CA,8/20/1985 21:00
Friendship,,RECTANGLE,NY,8/20/1985 22:00
Mechanics Town,,DISK,NY,8/24/1985 0:00
Allenspark,,LIGHT,CO,8/25/1985 22:30
Rockland,,DISK,NY,9/1/1985 9:00
Pendleton,,RECTANGLE,OR,9/1/1985 13:30
Waterbury,,OVAL,CT,9/1/1985 19:00
Wappingers Falls,,FORMATION,NY,9/1/1985 21:00
Juneau,,CIRCLE,AK,9/5/1985 1:30
Rutland,,TRIANGLE,VT,9/5/1985 2:15
Kaunakakai,,EGG,HI,9/12/1985 16:10
La Veta,,CIRCLE,CO,9/12/1985 23:43
Downingtown,,DISK,PA,9/14/1985 22:00
Beacon Falls,,LIGHT,CT,9/15/1985 19:00
Annandale,,OVAL,NY,9/15/1985 21:15
Green River,,LIGHT,WY,9/15/1985 23:00
Coconut Creek,,DISK,FL,9/20/1985 16:00
Austin,,CHEVRON,TX,9/26/1985 21:25
Sparta,,CIRCLE,WI,9/28/1985 18:30
Amherst,,RECTANGLE,MA,9/30/1985 6:00
Brandon,,TRIANGLE,FL,10/1/1985 0:00
Holton,,LIGHT,MI,10/1/1985 5:30
Monroe,,SPHERE,NC,10/1/1985 5:30
Jefferson,,TRIANGLE,OH,10/1/1985 21:30
Santa Margarita,,OTHER,CA,10/1/1985 21:30
Lawrence,,SPHERE,KS,10/1/1985 22:45
Swansboro,,DISK,NC,10/12/1985 23:45
San Ramon,,DISK,CA,10/15/1985 0:00
Cleveland,,DIAMOND,OH,10/15/1985 7:00
Hixson,ORANGE,OTHER,TN,10/15/1985 19:00
Hartford city,,TRIANGLE,IN,10/15/1985 20:00
Camden,,DISK,SC,10/15/1985 22:00
Throop,,OVAL,PA,10/20/1985 5:00
Moorestown,,OVAL,NJ,10/20/1985 19:00
New York City,,SPHERE,NY,10/22/1985 20:00
Hawthorne,,TRIANGLE,CA,10/25/1985 1:00
North Hollywood,,SPHERE,CA,10/25/1985 22:00
New York City,,DISK,NY,10/31/1985 20:30
Plan,,TRIANGLE,TX,11/1/1985 20:00
Patterson,,CIGAR,NY,11/2/1985 1:00
Lou  Costello Recreation Center,,CIRCLE,CA,11/10/1985 19:00
Sacramento,,FORMATION,CA,11/13/1985 20:00
Vernon Valley,,OTHER,NJ,11/15/1985 20:30
South Milwaukee,,LIGHT,WI,11/20/1985 0:00
Cedar Grove,GREEN,SPHERE,WI,11/20/1985 4:18
Big Cane,GREEN,LIGHT,LA,11/20/1985 22:30
Edna,,,TX,11/25/1985 0:00
Eatonton,,DISK,GA,11/26/1985 4:30
Monterey Bay Area,,FORMATION,CA,12/1/1985 14:00
Walden,,OVAL,NY,12/3/1985 18:15
Manaus-Amazonas,,EGG,AL,12/5/1985 5:00
Auburn,,,AL,12/15/1985 17:30
Savannah,RED GREEN BLUE,TRIANGLE,GA,12/15/1985 23:00
Buckner,,TRIANGLE,MO,12/16/1985 18:00
Vallejo,,TRIANGLE,CA,12/16/1985 19:00
West Yarmouth,,DIAMOND,MA,12/20/1985 22:00
Ridgefield,,CIRCLE,CT,12/25/1985 22:00
Crestwood,,OVAL,KY,1/1/1986 3:00
South Yarmouth,,CIRCLE,MA,1/15/1986 22:00
Lido Beach,,CIRCLE,NY,1/16/1986 9:10
NASA,,OVAL,FL,1/28/1986 0:00
Clarkton,,CIGAR,NC,1/28/1986 13:00
Old Fort,,RECTANGLE,NC,1/29/1986 20:00
Victor,,CIRCLE,MT,1/29/1986 21:30
Van Nuys,,CONE,CA,2/6/1986 2:05
Fort Leonard Wood,,FORMATION,MO,2/12/1986 16:00
Mercedes,,OVAL,TX,2/14/1986 8:15
Los Gatos,,DISK,CA,2/15/1986 17:00
West Palm Beach,,TRIANGLE,FL,2/15/1986 21:00
Portsmouth,,OTHER,VA,2/22/1986 21:00
Nevada,,CIRCLE,NV,2/25/1986 22:00
Victor,,CIRCLE,MT,2/28/1986 6:00
Middle Smithfield Township,,TRIANGLE,PA,3/10/1986 0:45
Delray Beach,,DISK,FL,3/15/1986 0:00
St. Petersburg,,,FL,3/15/1986 10:30
Midway,,LIGHT,GA,3/15/1986 15:40
Los Angeles,,TRIANGLE,CA,3/25/1986 7:45
Alamo,,RECTANGLE,NV,3/29/1986 19:30
Chicago,,SPHERE,IL,4/1/1986 14:30
Red Lodge,,,MT,4/1/1986 22:00
Brownsville,,DISK,TX,4/1/1986 22:15
Mt. Gilead,,OVAL,OH,4/2/1986 21:30
Knoxville,,RECTANGLE,TN,4/4/1986 23:00
Palm Springs,,DISK,CA,4/10/1986 12:00
Oak Lawn,,OTHER,IL,4/12/1986 13:00
Julian,RED BLUE,OTHER,CA,4/15/1986 0:30
Lubbock,,OTHER,TX,4/15/1986 15:00
Hayward,,DISK,CA,4/15/1986 17:00
Lafayette,,LIGHT,LA,4/15/1986 21:50
Marysville,,,CA,4/21/1986 18:30
Bensalem,,FORMATION,PA,5/1/1986 19:00
Jefferson,,SPHERE,CO,5/1/1986 19:00
Vine Grove,,OVAL,KY,5/1/1986 21:00
Fortuna,,TRIANGLE,CA,5/4/1986 12:30
Crab Orchard,BLUE,LIGHT,KY,5/10/1986 21:30
Dade City,,TRIANGLE,FL,5/12/1986 20:45
Midwest City,,,OK,5/15/1986 2:00
Jefferson,RED,SPHERE,CO,5/15/1986 8:00
New York City,,CHEVRON,NY,5/15/1986 17:40
Tompkinsville,,TRIANGLE,KY,5/15/1986 22:00
Trimmer,,VARIOUS,CA,5/18/1986 20:30
Adak,,LIGHT,AK,6/1/1986 0:00
South Windsor,,CIRCLE,CT,6/1/1986 0:00
Euclid,,OTHER,OH,6/1/1986 1:00
Atlanta,ORANGE,SPHERE,GA,6/1/1986 2:00
Schertz,,OVAL,TX,6/1/1986 3:00
Plainview,,EGG,TX,6/1/1986 5:00
Los Angeles,,TRIANGLE,CA,6/1/1986 12:00
Flint,,,MI,6/1/1986 19:00
Greenbelt,,,MD,6/1/1986 19:00
New York City,,TRIANGLE,NY,6/1/1986 19:00
Port Isable,,CIRCLE,TX,6/1/1986 20:00
Milpitas,,LIGHT,CA,6/1/1986 22:00
Tawas City,,TRIANGLE,MI,6/1/1986 22:00
Jay,,,FL,6/1/1986 23:00
Memphis,,TRIANGLE,TN,6/1/1986 23:00
New Orleans,,LIGHT,LA,6/1/1986 23:00
Brooksville,,OTHER,FL,6/6/1986 1:00
St. Louis,,,MO,6/6/1986 16:30
Panama City,,OTHER,FL,6/7/1986 19:00
Conroe,,DISK,TX,6/7/1986 22:00
Louisville,,CIGAR,KY,6/9/1986 16:00
Severn,,TRIANGLE,MD,6/10/1986 21:00
Colorado Springs,,SPHERE,CO,6/14/1986 18:30
Allegan,,OTHER,MI,6/14/1986 19:00
New Rochelle,RED,TRIANGLE,NY,6/14/1986 20:00
Fairdale,,,WV,6/15/1986 0:00
Gary,,OTHER,IN,6/15/1986 3:00
Chilton,,TRIANGLE,WI,6/15/1986 13:00
Milan,,DISK,OH,6/15/1986 16:00
Princeton,,OTHER,SC,6/15/1986 21:00
Ontario,,OTHER,CA,6/15/1986 22:30
Gary,GREEN,,IN,6/15/1986 23:30
Tucson,,FIREBALL,AZ,6/20/1986 17:30
Teller,RED GREEN,OVAL,AK,6/20/1986 23:30
Kentucy Lake  area,,TRIANGLE,KY,6/21/1986 0:00
Shelton,,CIRCLE,WA,6/25/1986 3:15
Tampa,,LIGHT,FL,6/29/1986 1:30
Jonesboro,,DISK,AR,6/30/1986 12:00
Seattle,,OTHER,WA,6/30/1986 14:00
Glidden,,DISK,IA,7/1/1986 16:00
Nevada City,,DISK,CA,7/1/1986 19:00
Fairfield,,CIGAR,IA,7/2/1986 20:00
Louisville,,CIRCLE,KY,7/4/1986 22:00
Lincoln,,LIGHT,NE,7/4/1986 23:30
Bayside,,DIAMOND,NY,7/5/1986 21:00
Waynesburg,,DIAMOND,PA,7/13/1986 17:00
Phoenix,,FIREBALL,AZ,7/13/1986 18:00
Chicago,,OVAL,IL,7/15/1986 3:00
Las Vegas,,VARIOUS,NM,7/15/1986 7:30
Lake Elsinore,,DISK,CA,7/15/1986 11:00
Palos Verdes Peninsula,,RECTANGLE,CA,7/15/1986 17:30
Albuquerque,,CHEVRON,NM,7/15/1986 19:30
Smith,RED,,KY,7/15/1986 21:00
East Sparta,,OTHER,OH,7/15/1986 22:00
Pecos,,OTHER,NM,7/15/1986 22:00
Tucson,,LIGHT,AZ,7/20/1986 1:00
San Marcos,RED YELLOW BLUE,RECTANGLE,TX,7/20/1986 3:30
New Haven,,TRIANGLE,CT,7/20/1986 23:30
Apple Valley,,TRIANGLE,CA,7/23/1986 19:00
Austin,,OVAL,TX,7/30/1986 16:00
Kingwood,,DIAMOND,TX,7/31/1986 21:00
Lawton,,DIAMOND,MI,8/1/1986 0:00
Page,,SPHERE,AZ,8/1/1986 0:00
Lubbock,,RECTANGLE,TX,8/1/1986 15:00
Marcellus,,TRIANGLE,MI,8/1/1986 20:00
Jamestown,,TRIANGLE,OH,8/1/1986 22:00
Bankson Lake,,TRIANGLE,MI,8/1/1986 22:30
Tuolumne,RED,DISK,CA,8/2/1986 23:00
Harrisonburg,,,LA,8/4/1986 0:00
Hutchinson,,TRIANGLE,KS,8/6/1986 2:00
Girard,,FIREBALL,OH,8/8/1986 1:30
Russells Point,,TRIANGLE,OH,8/13/1986 23:00
Inez,,CHEVRON,KY,8/14/1986 11:55
Ogden,,CIGAR,UT,8/15/1986 13:30
Spokane,,TRIANGLE,WA,8/15/1986 18:00
Stillwater,,,OK,8/15/1986 21:30
Seattle,RED,DISK,WA,8/15/1986 22:00
Newberg,,TRIANGLE,OR,8/15/1986 23:25
Decatur,,SPHERE,IN,8/15/1986 23:55
Del Rio,,TRIANGLE,TX,8/16/1986 21:00
Myrtle Beach,,SPHERE,SC,8/20/1986 0:30
Anchorage,,DISK,AK,8/20/1986 2:00
Eldon,RED,OTHER,MO,8/20/1986 22:00
Danville,,TRIANGLE,VA,8/24/1986 0:00
Maysville,,TRIANGLE,GA,9/1/1986 0:00
Oak Harbor,,OTHER,WA,9/1/1986 15:00
Virginia Beach,,,VA,9/1/1986 20:00
Calypso,RED YELLOW,SPHERE,NC,9/11/1986 22:00
New York City,,SPHERE,NY,9/15/1986 3:00
Tyler,,OTHER,TX,9/15/1986 20:00
Calypso,RED YELLOW,OTHER,NC,9/15/1986 22:00
Redding,RED,CIGAR,CA,9/15/1986 22:30
Wingdale,,OTHER,NY,9/15/1986 22:30
New Ellington,,OTHER,SC,9/16/1986 18:00
Owensboro,,CYLINDER,KY,9/18/1986 16:00
Colts Neck,,FIREBALL,NJ,9/18/1986 20:30
Portsmouth,,,VA,9/19/1986 19:00
Tucson,BLUE,,AZ,9/20/1986 23:50
Jasper,,TRIANGLE,GA,9/21/1986 6:30
Fredericksburg,ORANGE,TRIANGLE,VA,9/22/1986 16:00
Klamath Falls,,CIRCLE,OR,10/1/1986 1:00
N. Ridgeville,GREEN,TRIANGLE,OH,10/1/1986 22:00
Wheeling,,LIGHT,WV,10/1/1986 22:00
Bakersfield,,CIRCLE,CA,10/3/1986 21:00
Cresson,ORANGE GREEN,DISK,PA,10/3/1986 21:00
Holmes,,CHEVRON,NY,10/10/1986 20:00
San Jose,GREEN,LIGHT,CA,10/14/1986 20:30
Orangeburg,,CYLINDER,SC,10/15/1986 2:00
Salem,,CIGAR,OR,10/15/1986 2:30
Pinson,ORANGE,CIRCLE,AL,10/15/1986 14:00
Bellevue,ORANGE,DISK,WA,10/15/1986 18:00
Knoxville,,DISK,TN,10/15/1986 19:00
Petaluma,,DISK,CA,10/15/1986 19:00
Ridgecrest,,DISK,CA,10/15/1986 19:20
Fayettville,,DIAMOND,TN,10/15/1986 21:00
Onyx,,FIREBALL,CA,10/15/1986 22:00
Eglin AFB,,DISK,FL,10/17/1986 17:00
Bartlesville,,OTHER,OK,10/17/1986 18:00
Raleigh,,TRIANGLE,NC,10/20/1986 19:00
Selma,,LIGHT,NC,10/22/1986 22:00
Decatur,,TRIANGLE,IA,10/26/1986 13:30
Decatur City,,TRIANGLE,IA,10/30/1986 13:30
